chinese,english
我 不 知道 他 從 哪裡 來,I don't know where he comes from
我 不 知道 该 和 谁 商量 好,I don't know who to consult with
我 不 喜歡 在 泳池 裡 游泳,I don't like to swim in the pool
我 不介意 在 雨 中 漫步,I don't mind walking in the rain
我 不 需要 你 或 别的 人,I don't need you or anybody else
我 不 認為 我會 再 跟 他 見面,I don't think I'll ever meet him
我 不 認為 她 會 來,I don't think that she will come
我 不 認為 你 該 改變,I don't think you need to change
这 里面 我 有 很多 不 懂 的,I don't understand much about it
我 不想 承担 这样 一个 风险,I don't want to take such a risk
我 希望 她 六點 前 回來,I expect her back by six o'clock
我 感覺 我們 將要 變得 更好,I feel we're going to get better
我 忘 了 會議 的 日期,I forgot the date of the meeting
我 發覺 說 英語 很 簡單,I found it easy to speak English
我 每年 夏天 都 去 鄉 下,I go to the country every summer
我 昨晚 做 了 一個 奇怪 的 夢,I had a strange dream last night
我 剛剛 完成 我 的 作業,I have just finished my homework
我 從 沒給 我 的 狗 喂過 香蕉,I have never fed my dog a banana
我 不 反 對 你 的 計劃,I have no objection to your plan
我 沒 有 什麼 可 抱怨 的,I have nothing to complain about
我 比 你 多 10 支 钢笔,I have ten pens more than you do
我 还 没 看过 那段 视频,I haven't watched that video yet
我 还 没 看过 那段 视频,I haven't yet watched that video
我 幫 我 父親 做 這個 工作,I helped my father with the work
我 希望 他 沒發 生意 外,I hope he hasn't had an accident
我 希望 经济 很快 复苏 起来,I hope the economy picks up soon
我 昨天 剛 收到 你 的 信,I just got your letter yesterday
我 知道 要 相信 这件 事 很 难,I know it's difficult to believe
我 知道 要 相信 这件 事 很 难,I know that it's hard to believe
我 知道 你 知道 我 知道,I know that you know that I know
我 喜欢 和 你 一起 吃 早饭,I like having breakfast with you
我 喜欢 和 你 一起 吃 早餐,I like having breakfast with you
我 住 在 東 京郊 區,I live on the outskirts of Tokyo
我爱你 胜过 其他 任何 一个 人,I love you more than anyone else
我 在 考试 时犯 了 些 错,I made some mistakes on the test
我 得 要 在 一 週內 回家,I must return home within a week
我 需要 一副 好 的 太陽 眼鏡,I need a good pair of sunglasses
我 不想 做 你 老婆 了,I no longer wish to be your wife
我 常常 在 放學 後 踢足球,I often play soccer after school
我 真的 认为 我们 该 做 这事,I really think we should do this
我 拒绝 回答 你 的 问题,I refuse to answer your question
前 幾天 我 看到 了 你 哥哥,I saw your brother the other day
我 搞砸 了 第一 個 音符,I screwed up the very first note
我 跟 我 姐姐 共用 同一 間 臥房,I share a bedroom with my sister
有時 我會 跟 她 打 網球,I sometimes play tennis with her
我 每天 工作 时 都 讲 法语,I speak French every day at work
我 上 週 跟 我 叔叔 住在一起,I stayed with my uncle last week
我 想 我 把 錢 包放 家裡 了,I think I left my wallet at home
我 想 我 今晚 會 洗澡,I think I'll take a bath tonight
我 認為 慢跑 是 很 好 的 運動,I think jogging is good exercise
我想 火車 很快 就 會 來 了,I think the train will come soon
我 认为 这 外套 应该 适合 你,I think this coat should fit you
我 认为 你 知道 那 不是 真的,I think you know that's not true
我 觉得 你 应该 多 休息 一会儿,I think you should get more rest
我 看 你 该 做 这 交易,I think you should make the deal
我 認為 你 真的 是 一個 好人,I think you're a really nice guy
我 告訴 了 警察 我 所 知道 的,I told the policeman what I knew
我 相信 我能 再 見 到 你,I trust that I can see you again
我 早餐 通常 吃 得 很 清淡,I usually have a light breakfast
星期天 我 通常 待 在家 裡,I usually stay indoors on Sunday
我 每天 早上 6 点 叫醒 他,I wake him up at 6 every morning
我 想 成为 决策 的 人,I want to be the one who decides
我 想 呼吸 一下 新鮮 空氣,I want to breathe some fresh air
我 今天 想 去 看 電影,I want to go to the movies today
晚饭 后 我 洗 了 碗碟,I washed the dishes after supper
晚饭 后 我 洗 了 餐具,I washed the dishes after supper
我 非常 注意 我 的 體重,I watch my weight very carefully
我 去 了 那裡 因為 我 想 去,I went there because I wanted to
我 在 10 點 左右 去 睡覺,I went to sleep about 10 o'clock
上個 星期六 我 去 了 公園,I went to the park last Saturday
即使 下雨 我 也 會 去 那裡,I will go there even if it rains
要是 你 能 在 那裡 就 好 了,I wish you could have been there
我 希望 你 告訴 我 真相 了,I wish you had told me the truth
我 不 跟 湯姆 說 就 不 知道,I won't know until I talk to Tom
我 不 知道 他們 是否 會離婚,I wonder if they'll get divorced
我 纳闷 我 为什么 不该 那样 做,I wonder why I shouldn't do that
我 想 知道 她 的 故事 是否是 真的,I wondered if her story was true
我給 你 寫 下 了 地址,I wrote down the address for you
我 喜欢 视野 好 的 房子,I'd like a room with a good view
我 想 再 要些 麵 包謝謝,I'd like some more bread please
我 想 和 汤姆 单独 谈一谈,I'd like to speak with Tom alone
我寧願 是 一 隻 鳥勝過 一條魚,I'd rather be a bird than a fish
我會 幫 你 提 這個 手提箱,I'll carry this suitcase for you
我會 待 在 這裡 直到 你 回來,I'll stay here till you get back
我 總 是 忙 於 功課,I'm always busy with my homework
我 在 这 你 想 聊天 吗,I'm here so do you want to chat
我 只是 一個 普通 的 上班族,I'm just a regular office worker
我 只是 担心 我 的 体重,I'm just worried about my weight
我 正在 找 一個 小 手提箱,I'm looking for a small suitcase
我 不 像 你 那么 乐观,I'm not as optimistic as you are
我 不 挑剔 我 什么 都 吃,I'm not picky I'll eat anything
我 不 确定 当时 我 正在 想 什么,I'm not sure what I was thinking
我 年 紀夠 大 可以 養活 我 自己,I'm old enough to support myself
我 对 我 的 人生 很 满意,I'm quite satisfied with my life
我 正在 讀 一本 關於動物 的 書,I'm reading a book about animals
我 甘心 为 你 做 任何 事,I'm ready to do anything for you
我 是 唯一 能 做到 那个 的 人,I'm the only one who can do that
我 在 班里 是 最高 的,I'm the tallest one in the class
我 很 擔心 我 的 體重,I'm very worried about my weight
我 以前 來過 很 多次 了,I've been here many times before
離開 前 我 必須 刮 鬍 子,I've got to shave before leaving
我 很久没 见 过 他 了,I've not seen him in a long time
如果 明天 下雨 我 就 不 去,If it rains tomorrow I won't go
再 不 快点 就 迟到 了 噢,If we don't hurry we'll be late
如果 你 唱 我們 就 跟 著 唱,If you sing we'll sing with you
九點 以後打 電話 比 較 便宜 嗎,Is it cheaper to call after 9:00
在 這個 湖上 滑冰 安全 嗎,Is it safe to skate on this lake
這輛 是 去 波士 頓正確 的 巴士 嗎,Is this the right bus for Boston
這是 你 第一次 到 日本 嗎,Is this your first time in Japan
你 是 第一次 来 韩国 吗,Is this your first time in Korea
從 週日 開始 一直 在 下雨,It has been raining since Sunday
車開 得 這麼 快 很 危險,It is dangerous to drive so fast
盯 著 陌生人 看 是 不禮貌 的,It is rude to stare at strangers
看起来 我们 是 在 一条 船上,It seems we are in the same boat
盯 著 人 看 是 不禮貌 的,It's impolite to stare at people
这 不是 任何人 都 能 做 的 事,It's not something anyone can do
現在 太暗 了 不能 打 網球,It's too dark to play tennis now
有 你 幫 我 真 好,It's very kind of you to help me
你 需要 帮助 就 告诉 我,Let me know if you need any help
讓 我 知道 你 住 在 哪裡,Let me know where you're staying
讓 我們 知道 你 是否 能來,Let us know whether you can come
讓 我們 不要 再 談論 它 了,Let's not talk about it any more
看看 桌上 的 那 張 相片,Look at that picture on the desk
许多 男生 和 女生 都 出席 了,Many boys and girls were present
玛丽 买 了 一件 衬衫 和 一条 连衣裙,Mary bought a skirt and a blouse
瑪麗 把 籃子 放在 桌子 上 了,Mary set the basket on the table
也許 我會 去 也許 我 不會,Maybe I'll go and maybe I won't
超過 二十 個 男孩 去 了 那裡,More than twenty boys went there
我 哥哥 和 我 共用 這間 房間,My brother and I shared the room
我 弟弟 照顧 我們 的 狗,My brother takes care of our dog
我 哥哥 帶 我 去 博物 館,My brother took me to the museum
我 哥哥 要 出國 唸 書,My brother wants to study abroad
我 的 女兒 快 二十 歲 了,My daughter is in her late teens
今天 早上 我 耳朵 流血 了,My ear was bleeding this morning
我 爸爸 是 个 钓鱼 高手,My father is a skilled fisherman
我 父親 喜歡 搭 飛機 旅行,My father likes traveling by air
我 祖母 是 個 園藝 巧手,My grandmother has a green thumb
我 的 嗜好 是 收集 古錢幣,My hobby is collecting old coins
我 丈夫 一年 收入 10 萬 美元,My husband earns $100000 a year
當天氣 變冷 的 時候 我 的 關節 疼痛,My joints ache when it gets cold
我 的 母親 在 廚房裡 正忙 著,My mother is busy in the kitchen
我 母亲 昨天 很晚 还 醒 着,My mother was up late last night
我 的 計劃 是 去 澳洲 唸 書,My plan is to study in Australia
没有 什么 和 和平 一样 重要,Nothing is as important as peace
现在 告诉 我们 我们 想 知道 的,Now tell us what we want to know
你 的 一個 按鈕 脫落 了,One of your buttons has come off
在 這一點 上 意見 不 一,Opinion is divided on this point
我們 的 乳牛 沒有給 我們 任何 牛奶,Our cow doesn't give us any milk
请 为 这位 女士 叫辆 出租车,Please call a taxi for this lady
你 自己 拿 蛋糕 吃 吧,Please help yourself to the cake
請 讓 我 知道 你 要 什麼,Please let me know what you want
請 把 書 放在 架子 上,Please put the book on the shelf
請 坐在 沙發 上 放 輕 鬆,Please sit on the sofa and relax
請待 在 這裡 直到 我 回來,Please stay here till I get back
请 告诉 我 为什么 汤姆 被 炒 了,Please tell me why Tom was fired
把 這本書 放在 架子 的 底部,Put the book on the bottom shelf
記得 稱 讚 她 的 新洋 裝,Remember to admire her new dress
她 總 是 關心 我 的 健康,She always cared about my health
她 總 是 低聲 地 說 話,She always speaks in a low voice
我 和 她 沒 有 共同 之處,She and I have nothing in common
她 看 起來 好像 有 很多 朋友,She appears to have many friends
她 成為 我 的 一位 真正 的 朋友,She became a true friend of mine
她 立刻 開始 喜歡 他 了,She began to like him right away
她 相信 他 是 無辜 的,She believes that he is innocent
她 可以 同时 做 这 两件事,She can do both at the same time
她 可以 把 鋼琴彈 得 很 好,She can play the piano very well
她 為 我們 煮 了 蔬菜 湯,She cooked vegetable soup for us
她 用 我 喜歡 的 方式 烹調 雞肉,She cooks chicken the way I like
她 一邊 讀 這 封信 一邊 哭,She cried as she read the letter
她 把 他 形容 为 侦探,She described him as a detective
她 不 喜欢 我 说话 的 方式,She doesn't like the way I speak
她 已经 不向 我 微笑 了,She doesn't smile for me anymore
她 覺得 自己 好像 被 舉起 來 了,She felt herself being lifted up
她 找到 打字 員 的 工作,She found employment as a typist
她 生下 了 一個 健康 的 嬰兒,She gave birth to a healthy baby
她 很快 地 把 襯衫 洗 一洗,She gave the blouse a quick wash
她 長 大後成 為 了 一名 獸醫,She grew up to be a veterinarian
她 隱約 地 有 一種 的 內疚 感,She had a vague feeling of guilt
她 要 男孩 們 粉刷 房子,She had the boys paint the house
她 恰巧 知道 他 的 地址,She happened to know his address
